date,unix,symbol,open,high,low,close,Volume BTC,Volume USD
2018-05-16 04:00:00,1526443200.0,BTC/USD,8164.79,8252.72,8157.01,8229.38,5179471.34,630.72
2018-05-16 05:00:00,1526446800.0,BTC/USD,8229.38,8248.63,8166.25,8220.4,5090356.15,620.93
2018-05-16 06:00:00,1526450400.0,BTC/USD,8220.4,8267.12,8176.91,8238.8,4822260.46,586.34
2018-05-16 07:00:00,1526454000.0,BTC/USD,8238.8,8255.0,8213.79,8232.99,2507070.05,304.52
2018-05-16 08:00:00,1526457600.0,BTC/USD,8232.99,8261.24,8200.0,8207.48,3710007.82,450.97
2018-05-16 09:00:00,1526461200.0,BTC/USD,8207.48,8263.93,8207.48,8243.45,1501103.9,182.36
2018-05-16 10:00:00,1526464800.0,BTC/USD,8243.45,8455.66,8237.1,8371.13,7667494.3,915.32
2018-05-16 11:00:00,1526468400.0,BTC/USD,8371.13,8439.44,8370.0,8373.0,2680259.87,319.29
2018-05-16 12:00:00,1526472000.0,BTC/USD,8373.0,8399.1,8356.4,8365.08,3031532.02,362.01
2018-05-16 13:00:00,1526475600.0,BTC/USD,8365.08,8381.73,8145.1,8179.99,8614269.8,1046.38
2018-05-16 14:00:00,1526479200.0,BTC/USD,8179.99,8229.91,8173.6,8225.0,2936522.28,357.91
2018-05-16 15:00:00,1526482800.0,BTC/USD,8225.0,8377.29,8211.8,8285.8,4663319.71,561.2
2018-05-16 16:00:00,1526486400.0,BTC/USD,8285.8,8329.1,8201.0,8273.4,2665411.47,322.53
2018-05-16 17:00:00,1526490000.0,BTC/USD,8273.4,8350.0,8250.9,8297.4,8926209.14,1073.71
2018-05-16 18:00:00,1526493600.0,BTC/USD,8297.4,8346.95,8266.46,8279.89,1973143.22,237.21
2018-05-16 19:00:00,1526497200.0,BTC/USD,8279.89,8377.29,8252.72,8252.72,2086318.5,251.2
2018-05-16 20:00:00,1526500800.0,BTC/USD,8252.72,8311.35,8232.14,8302.18,2971208.9,359.73
2018-05-16 21:00:00,1526504400.0,BTC/USD,8302.18,8319.96,8268.37,8295.85,972462.5,117.23
2018-05-16 22:00:00,1526508000.0,BTC/USD,8295.85,8398.24,8277.25,8277.25,3030639.92,363.17
2018-05-16 23:00:00,1526511600.0,BTC/USD,8277.25,8372.58,8277.25,8346.59,1784063.07,214.18
2018-05-17 00:00:00,1526515200.0,BTC/USD,8346.59,8399.99,8314.78,8358.3,1436126.5,171.64
2018-05-17 01:00:00,1526518800.0,BTC/USD,8358.3,8386.53,8314.77,8375.1,2160023.63,258.58
2018-05-17 02:00:00,1526522400.0,BTC/USD,8375.1,8400.0,8350.07,8368.62,2509694.55,299.52
2018-05-17 03:00:00,1526526000.0,BTC/USD,8368.62,8500.0,8331.39,8366.72,6048203.82,718.98
2018-05-17 04:00:00,1526529600.0,BTC/USD,8366.72,8381.0,8314.77,8314.77,1000211.56,119.7
2018-05-17 05:00:00,1526533200.0,BTC/USD,8314.77,8371.3,8275.45,8363.7,3379135.19,405.25
2018-05-17 06:00:00,1526536800.0,BTC/USD,8363.7,8382.41,8335.49,8344.16,1761990.38,210.77
2018-05-17 07:00:00,1526540400.0,BTC/USD,8344.16,8351.0,8191.14,8247.4,5919821.52,714.82
2018-05-17 08:00:00,1526544000.0,BTC/USD,8247.4,8292.99,8227.7,8277.4,1784788.58,215.97
2018-05-17 09:00:00,1526547600.0,BTC/USD,8277.4,8325.8,8264.13,8291.67,1361911.38,164.2
2018-05-17 10:00:00,1526551200.0,BTC/USD,8291.67,8318.99,8249.93,8307.89,1670966.85,201.55
2018-05-17 11:00:00,1526554800.0,BTC/USD,8307.89,8324.9,8269.52,8298.9,1687381.64,203.41
2018-05-17 12:00:00,1526558400.0,BTC/USD,8298.9,8335.56,8219.44,8269.47,7337732.27,886.82
2018-05-17 13:00:00,1526562000.0,BTC/USD,8269.47,8309.4,8262.68,8300.98,791422.26,95.49
2018-05-17 14:00:00,1526565600.0,BTC/USD,8300.98,8377.29,8286.65,8318.49,4160031.45,499.67
2018-05-17 15:00:00,1526569200.0,BTC/USD,8318.49,8330.41,8289.87,8306.39,1435667.85,172.77
2018-05-17 16:00:00,1526572800.0,BTC/USD,8306.39,8328.23,8232.14,8276.43,2938421.81,355.39
2018-05-17 17:00:00,1526576400.0,BTC/USD,8276.43,8284.36,8232.14,8257.69,2107306.11,255.27
2018-05-17 18:00:00,1526580000.0,BTC/USD,8257.69,8274.83,8110.02,8166.0,4838784.03,591.06
2018-05-17 19:00:00,1526583600.0,BTC/USD,8166.0,8200.0,8154.95,8176.33,1087904.55,133.1
2018-05-17 20:00:00,1526587200.0,BTC/USD,8176.33,8232.14,8168.6,8200.7,1224651.09,149.13
2018-05-17 21:00:00,1526590800.0,BTC/USD,8200.7,8213.97,8151.0,8155.41,716047.78,87.55
2018-05-17 22:00:00,1526594400.0,BTC/USD,8155.41,8155.41,7980.0,8080.0,8543296.28,1061.54
2018-05-17 23:00:00,1526598000.0,BTC/USD,8080.0,8108.28,8005.95,8067.03,2309375.48,286.94
2018-05-18 00:00:00,1526601600.0,BTC/USD,8067.03,8068.92,7929.53,7958.08,4185614.12,524.42
2018-05-18 01:00:00,1526605200.0,BTC/USD,7958.08,8019.9,7931.03,7974.25,2522629.74,316.0
2018-05-18 02:00:00,1526608800.0,BTC/USD,7974.25,8026.66,7950.0,7998.5,3524532.06,441.43
2018-05-18 03:00:00,1526612400.0,BTC/USD,7998.5,8025.0,7980.58,7991.99,1517993.24,189.7
2018-05-18 04:00:00,1526616000.0,BTC/USD,7991.99,8104.69,7991.99,8022.7,6811160.37,844.94
2018-05-18 05:00:00,1526619600.0,BTC/USD,8022.7,8061.39,7992.75,8042.97,1246845.51,155.34
2018-05-18 06:00:00,1526623200.0,BTC/USD,8042.97,8045.99,7953.4,7965.67,2062118.35,257.56
2018-05-18 07:00:00,1526626800.0,BTC/USD,7965.67,8170.71,7965.67,8088.95,4941942.99,610.69
2018-05-18 08:00:00,1526630400.0,BTC/USD,8088.95,8144.16,8085.94,8122.19,1767882.94,217.97
2018-05-18 09:00:00,1526634000.0,BTC/USD,8122.19,8139.99,8078.48,8107.99,1405941.08,173.18
2018-05-18 10:00:00,1526637600.0,BTC/USD,8107.99,8152.99,8092.9,8137.73,1771767.46,218.06
2018-05-18 11:00:00,1526641200.0,BTC/USD,8137.73,8137.73,8049.22,8115.0,3021026.92,372.97
2018-05-18 12:00:00,1526644800.0,BTC/USD,8115.0,8143.72,8079.46,8107.0,3924699.93,484.39
2018-05-18 13:00:00,1526648400.0,BTC/USD,8107.0,8129.99,8062.12,8094.4,2008972.2,248.1
2018-05-18 14:00:00,1526652000.0,BTC/USD,8094.4,8106.76,8043.96,8080.01,1310624.66,162.35
2018-05-18 15:00:00,1526655600.0,BTC/USD,8080.01,8139.0,8063.1,8117.09,2459563.84,303.42
2018-05-18 16:00:00,1526659200.0,BTC/USD,8117.09,8152.04,8088.46,8126.99,2360327.48,290.69
2018-05-18 17:00:00,1526662800.0,BTC/USD,8126.99,8146.99,8094.43,8110.95,1306938.69,160.93
2018-05-18 18:00:00,1526666400.0,BTC/USD,8110.95,8232.14,8088.46,8215.39,3023216.23,369.4
2018-05-18 19:00:00,1526670000.0,BTC/USD,8215.39,8275.1,8191.14,8231.42,4017082.0,487.27
2018-05-18 20:00:00,1526673600.0,BTC/USD,8231.42,8256.12,8212.0,8240.13,768496.36,93.35
2018-05-18 21:00:00,1526677200.0,BTC/USD,8240.13,8274.1,8224.5,8235.0,797452.91,96.68
2018-05-18 22:00:00,1526680800.0,BTC/USD,8235.0,8255.8,8211.0,8219.9,593782.25,72.14
2018-05-18 23:00:00,1526684400.0,BTC/USD,8219.9,8253.97,8211.01,8248.87,742888.31,90.22
2018-05-19 00:00:00,1526688000.0,BTC/USD,8248.87,8261.09,8210.03,8213.5,1388410.0,168.52
2018-05-19 01:00:00,1526691600.0,BTC/USD,8213.5,8235.76,8158.27,8200.99,1664187.39,203.15
2018-05-19 02:00:00,1526695200.0,BTC/USD,8200.99,8227.0,8177.65,8200.0,585639.94,71.42
2018-05-19 03:00:00,1526698800.0,BTC/USD,8200.0,8273.36,8179.41,8237.3,3827494.71,464.56
2018-05-19 04:00:00,1526702400.0,BTC/USD,8237.3,8264.21,8221.92,8228.13,469757.14,57.0
2018-05-19 05:00:00,1526706000.0,BTC/USD,8228.13,8250.0,8217.32,8240.83,735602.44,89.42
2018-05-19 06:00:00,1526709600.0,BTC/USD,8240.83,8250.86,8213.52,8214.9,407218.44,49.47
2018-05-19 07:00:00,1526713200.0,BTC/USD,8214.9,8235.77,8141.08,8170.07,1635561.11,200.05
2018-05-19 08:00:00,1526716800.0,BTC/USD,8170.07,8232.12,8146.1,8229.87,2084416.27,254.37
2018-05-19 09:00:00,1526720400.0,BTC/USD,8229.87,8232.14,8186.03,8205.87,534277.71,65.05
2018-05-19 10:00:00,1526724000.0,BTC/USD,8205.87,8252.72,8197.09,8252.56,973949.1,118.19
2018-05-19 11:00:00,1526727600.0,BTC/USD,8252.56,8370.0,8231.21,8365.0,3756666.78,452.4
2018-05-19 12:00:00,1526731200.0,BTC/USD,8365.0,8395.0,8323.82,8348.65,1515145.91,181.03
2018-05-19 13:00:00,1526734800.0,BTC/USD,8348.65,8374.48,8296.0,8303.99,2396164.65,288.04
2018-05-19 14:00:00,1526738400.0,BTC/USD,8303.99,8331.0,8296.31,8310.48,1211564.62,145.78
2018-05-19 15:00:00,1526742000.0,BTC/USD,8310.48,8319.43,8282.65,8310.0,914008.13,110.14
2018-05-19 16:00:00,1526745600.0,BTC/USD,8310.0,8323.4,8280.0,8289.87,460298.97,55.48
2018-05-19 17:00:00,1526749200.0,BTC/USD,8289.87,8314.55,8273.36,8304.99,670466.42,80.87
2018-05-19 18:00:00,1526752800.0,BTC/USD,8304.99,8330.62,8290.08,8301.35,557058.42,67.01
2018-05-19 19:00:00,1526756400.0,BTC/USD,8301.35,8314.8,8277.93,8313.12,490869.95,59.16
2018-05-19 20:00:00,1526760000.0,BTC/USD,8313.12,8323.99,8240.07,8240.07,1003909.19,121.26
2018-05-19 21:00:00,1526763600.0,BTC/USD,8240.07,8263.03,8191.14,8199.99,2011809.97,244.37
2018-05-19 22:00:00,1526767200.0,BTC/USD,8199.99,8247.78,8178.0,8226.98,1286987.77,156.87
2018-05-19 23:00:00,1526770800.0,BTC/USD,8226.98,8253.75,8193.7,8231.2,662468.24,80.48
2018-05-20 00:00:00,1526774400.0,BTC/USD,8231.2,8237.89,8180.0,8198.89,1142083.49,139.32
2018-05-20 01:00:00,1526778000.0,BTC/USD,8198.89,8235.0,8170.71,8215.85,766516.77,93.52
2018-05-20 02:00:00,1526781600.0,BTC/USD,8215.85,8279.99,8215.53,8279.99,1650131.91,200.23
2018-05-20 03:00:00,1526785200.0,BTC/USD,8279.99,8290.0,8240.02,8255.08,805928.89,97.4
2018-05-20 04:00:00,1526788800.0,BTC/USD,8255.08,8278.71,8237.17,8270.4,562265.21,68.08
2018-05-20 05:00:00,1526792400.0,BTC/USD,8270.4,8275.34,8237.17,8244.24,387793.11,47.0
2018-05-20 06:00:00,1526796000.0,BTC/USD,8244.24,8279.31,8239.12,8239.12,302819.43,36.65
2018-05-20 07:00:00,1526799600.0,BTC/USD,8239.12,8279.98,8227.79,8267.14,237383.81,28.75
2018-05-20 08:00:00,1526803200.0,BTC/USD,8267.14,8294.04,8247.57,8282.27,1512212.5,182.85
2018-05-20 09:00:00,1526806800.0,BTC/USD,8282.27,8356.4,8274.24,8350.62,3331304.35,400.18
2018-05-20 10:00:00,1526810400.0,BTC/USD,8350.62,8374.94,8326.1,8336.6,2405941.52,288.1
2018-05-20 11:00:00,1526814000.0,BTC/USD,8336.6,8354.83,8320.61,8336.91,1526304.88,182.94
2018-05-20 12:00:00,1526817600.0,BTC/USD,8336.91,8360.45,8281.31,8311.21,6461086.55,777.81
2018-05-20 13:00:00,1526821200.0,BTC/USD,8311.21,8337.14,8269.85,8312.09,4091819.61,493.59
2018-05-20 14:00:00,1526824800.0,BTC/USD,8312.09,8351.97,8311.16,8345.19,989627.93,118.63
2018-05-20 15:00:00,1526828400.0,BTC/USD,8345.19,8377.29,8336.11,8377.2,1458258.14,174.37
2018-05-20 16:00:00,1526832000.0,BTC/USD,8377.2,8549.0,8369.86,8481.11,7638432.56,901.75
2018-05-20 17:00:00,1526835600.0,BTC/USD,8481.11,8531.9,8471.51,8516.36,1890285.06,222.45
2018-05-20 18:00:00,1526839200.0,BTC/USD,8516.36,8551.79,8511.0,8524.0,970082.61,113.8
2018-05-20 19:00:00,1526842800.0,BTC/USD,8524.0,8529.9,8476.66,8517.04,716199.66,84.2
2018-05-20 20:00:00,1526846400.0,BTC/USD,8517.04,8590.0,8507.68,8558.5,2236806.38,261.44
2018-05-20 21:00:00,1526850000.0,BTC/USD,8558.5,8576.1,8509.24,8521.99,1441386.46,168.78
2018-05-20 22:00:00,1526853600.0,BTC/USD,8521.99,8549.89,8482.53,8484.93,945173.95,111.07
2018-05-20 23:00:00,1526857200.0,BTC/USD,8484.93,8531.89,8484.93,8518.48,1039651.53,122.12
2018-05-21 00:00:00,1526860800.0,BTC/USD,8518.48,8550.0,8450.0,8488.99,2270996.22,267.32
2018-05-21 01:00:00,1526864400.0,BTC/USD,8488.99,8493.29,8434.47,8466.72,1781511.22,210.39
2018-05-21 02:00:00,1526868000.0,BTC/USD,8466.72,8522.98,8461.1,8492.55,1796732.1,211.36
2018-05-21 03:00:00,1526871600.0,BTC/USD,8492.55,8517.0,8481.0,8494.28,1243440.09,146.22
2018-05-21 04:00:00,1526875200.0,BTC/USD,8494.28,8537.29,8480.0,8510.95,794857.98,93.39
2018-05-21 05:00:00,1526878800.0,BTC/USD,8510.95,8524.51,8488.1,8498.64,757615.4,89.04
2018-05-21 06:00:00,1526882400.0,BTC/USD,8498.64,8589.1,8471.09,8551.1,2625625.98,307.59
2018-05-21 07:00:00,1526886000.0,BTC/USD,8551.1,8589.07,8509.2,8524.22,2625385.12,307.2
2018-05-21 08:00:00,1526889600.0,BTC/USD,8524.22,8536.92,8482.64,8510.11,1397602.7,164.24
2018-05-21 09:00:00,1526893200.0,BTC/USD,8510.11,8524.03,8469.0,8475.62,1284155.02,151.21
2018-05-21 10:00:00,1526896800.0,BTC/USD,8475.62,8497.8,8440.4,8476.58,3385537.12,399.77
2018-05-21 11:00:00,1526900400.0,BTC/USD,8476.58,8498.0,8440.52,8467.13,3066491.89,362.01
2018-05-21 12:00:00,1526904000.0,BTC/USD,8467.13,8513.5,8461.8,8499.84,2215455.32,260.85
2018-05-21 13:00:00,1526907600.0,BTC/USD,8499.84,8510.0,8480.0,8490.42,1973913.04,232.32
2018-05-21 14:00:00,1526911200.0,BTC/USD,8490.42,8494.7,8358.17,8407.09,9332733.78,1109.45
2018-05-21 15:00:00,1526914800.0,BTC/USD,8407.09,8427.29,8380.73,8409.42,2929383.48,348.5
2018-05-21 16:00:00,1526918400.0,BTC/USD,8409.42,8419.03,8370.0,8400.96,1767122.38,210.57
2018-05-21 17:00:00,1526922000.0,BTC/USD,8400.96,8415.47,8383.12,8383.14,2309642.29,274.92
2018-05-21 18:00:00,1526925600.0,BTC/USD,8383.14,8389.99,8320.0,8350.0,2318958.3,277.83
2018-05-21 19:00:00,1526929200.0,BTC/USD,8350.0,8397.57,8349.17,8373.01,833402.27,99.57
2018-05-21 20:00:00,1526932800.0,BTC/USD,8373.01,8455.0,8357.11,8412.8,2296318.88,273.12
2018-05-21 21:00:00,1526936400.0,BTC/USD,8412.8,8429.66,8370.58,8385.57,1088793.49,129.47
2018-05-21 22:00:00,1526940000.0,BTC/USD,8385.57,8412.61,8367.21,8408.53,948783.47,113.05
2018-05-21 23:00:00,1526943600.0,BTC/USD,8408.53,8424.0,8376.99,8391.76,735947.94,87.6
2018-05-22 00:00:00,1526947200.0,BTC/USD,8391.76,8417.65,8335.6,8367.36,1334098.84,159.37
2018-05-22 01:00:00,1526950800.0,BTC/USD,8367.36,8369.7,8252.72,8280.24,3599986.96,433.28
2018-05-22 02:00:00,1526954400.0,BTC/USD,8280.24,8326.5,8264.49,8297.91,1105910.91,133.29
2018-05-22 03:00:00,1526958000.0,BTC/USD,8297.91,8336.65,8282.59,8333.99,1668827.1,200.57
2018-05-22 04:00:00,1526961600.0,BTC/USD,8333.99,8333.99,8271.09,8285.29,1745404.5,210.33
2018-05-22 05:00:00,1526965200.0,BTC/USD,8285.29,8314.32,8261.52,8280.0,1711668.56,206.4
2018-05-22 06:00:00,1526968800.0,BTC/USD,8280.0,8355.97,8280.0,8317.02,2975233.66,357.53
2018-05-22 07:00:00,1526972400.0,BTC/USD,8317.02,8333.49,8297.0,8320.16,893167.95,107.43
2018-05-22 08:00:00,1526976000.0,BTC/USD,8320.16,8325.6,8290.0,8295.9,968758.33,116.54
2018-05-22 09:00:00,1526979600.0,BTC/USD,8295.9,8296.01,8220.0,8245.47,3954060.34,479.07
2018-05-22 10:00:00,1526983200.0,BTC/USD,8245.47,8264.98,8230.45,8264.98,2396600.17,290.38
2018-05-22 11:00:00,1526986800.0,BTC/USD,8264.98,8271.31,8180.0,8200.0,6677263.92,812.96
2018-05-22 12:00:00,1526990400.0,BTC/USD,8200.0,8200.0,8119.38,8170.0,12590344.3,1542.87
2018-05-22 13:00:00,1526994000.0,BTC/USD,8170.0,8232.14,8170.0,8217.0,3531957.36,430.36
2018-05-22 14:00:00,1526997600.0,BTC/USD,8217.0,8246.0,8189.84,8231.63,2571209.76,312.54
2018-05-22 15:00:00,1527001200.0,BTC/USD,8231.63,8248.94,8210.76,8232.8,1092216.63,132.75
2018-05-22 16:00:00,1527004800.0,BTC/USD,8232.8,8259.95,8212.68,8225.38,2749747.1,333.64
2018-05-22 17:00:00,1527008400.0,BTC/USD,8225.38,8242.49,8200.0,8200.01,1691348.41,205.86
2018-05-22 18:00:00,1527012000.0,BTC/USD,8200.01,8232.04,8186.0,8219.98,987841.55,120.33
2018-05-22 19:00:00,1527015600.0,BTC/USD,8219.98,8230.9,8161.77,8187.98,2154447.98,263.1
2018-05-22 20:00:00,1527019200.0,BTC/USD,8187.98,8205.0,8063.15,8100.32,3726655.56,457.64
2018-05-22 21:00:00,1527022800.0,BTC/USD,8100.32,8118.98,8050.01,8076.99,3645274.58,451.55
2018-05-22 22:00:00,1527026400.0,BTC/USD,8076.99,8103.07,7951.41,7964.73,7709536.04,962.22
2018-05-22 23:00:00,1527030000.0,BTC/USD,7964.73,8040.95,7964.73,7984.08,3050737.29,381.04
2018-05-23 00:00:00,1527033600.0,BTC/USD,7984.08,8032.01,7949.35,7949.35,3091965.82,386.95
2018-05-23 01:00:00,1527037200.0,BTC/USD,7949.35,7960.25,7861.32,7900.61,7145257.61,905.87
2018-05-23 02:00:00,1527040800.0,BTC/USD,7900.61,7920.0,7865.0,7895.5,3581660.98,453.48
2018-05-23 03:00:00,1527044400.0,BTC/USD,7895.5,7960.0,7886.48,7960.0,4303268.66,542.31
2018-05-23 04:00:00,1527048000.0,BTC/USD,7960.0,7960.0,7870.35,7900.0,3770631.06,476.48
2018-05-23 05:00:00,1527051600.0,BTC/USD,7900.0,7935.0,7885.2,7921.99,2706640.68,341.79
2018-05-23 06:00:00,1527055200.0,BTC/USD,7921.99,7960.99,7896.41,7943.07,5177887.78,654.23
2018-05-23 07:00:00,1527058800.0,BTC/USD,7943.07,7951.38,7811.62,7856.37,6050212.49,769.1
2018-05-23 08:00:00,1527062400.0,BTC/USD,7856.37,7888.92,7808.05,7848.3,5641175.8,719.94
2018-05-23 09:00:00,1527066000.0,BTC/USD,7848.3,7870.0,7808.0,7852.68,4101667.16,523.05
2018-05-23 10:00:00,1527069600.0,BTC/USD,7852.68,7909.75,7836.79,7847.1,3225267.49,409.37
2018-05-23 11:00:00,1527073200.0,BTC/USD,7847.1,7882.27,7801.02,7849.31,2001326.08,255.12
2018-05-23 12:00:00,1527076800.0,BTC/USD,7849.31,7949.27,7847.36,7911.83,4363105.92,551.86
2018-05-23 13:00:00,1527080400.0,BTC/USD,7911.83,7944.73,7883.0,7901.01,2694515.99,340.62
2018-05-23 14:00:00,1527084000.0,BTC/USD,7901.01,7916.48,7850.72,7887.0,3849142.84,488.69
2018-05-23 15:00:00,1527087600.0,BTC/USD,7887.0,7906.0,7676.27,7710.02,8694282.48,1120.73
2018-05-23 16:00:00,1527091200.0,BTC/USD,7710.02,7719.37,7553.6,7625.38,14845922.51,1946.82
2018-05-23 17:00:00,1527094800.0,BTC/USD,7625.38,7637.06,7435.49,7516.28,13613355.32,1809.02
2018-05-23 18:00:00,1527098400.0,BTC/USD,7516.28,7563.5,7450.1,7495.31,12526264.15,1667.13
2018-05-23 19:00:00,1527102000.0,BTC/USD,7495.31,7635.13,7495.31,7590.34,7411840.58,979.6
2018-05-23 20:00:00,1527105600.0,BTC/USD,7590.34,7649.0,7516.97,7596.24,6614312.32,870.92
2018-05-23 21:00:00,1527109200.0,BTC/USD,7596.24,7641.49,7561.72,7640.23,1739969.46,229.17
2018-05-23 22:00:00,1527112800.0,BTC/USD,7640.23,7653.56,7543.4,7562.1,2820102.91,371.65
2018-05-23 23:00:00,1527116400.0,BTC/USD,7562.1,7582.97,7468.31,7502.89,6180156.99,822.0
2018-05-24 00:00:00,1527120000.0,BTC/USD,7502.89,7613.19,7502.89,7584.1,2460799.3,325.18
2018-05-24 01:00:00,1527123600.0,BTC/USD,7584.1,7654.0,7573.92,7601.65,4112785.65,540.25
2018-05-24 02:00:00,1527127200.0,BTC/USD,7601.65,7631.44,7563.71,7584.02,1947851.29,256.6
2018-05-24 03:00:00,1527130800.0,BTC/USD,7584.02,7654.44,7573.34,7613.52,2116667.0,277.82
2018-05-24 04:00:00,1527134400.0,BTC/USD,7613.52,7733.99,7613.52,7733.99,4045196.0,525.96
2018-05-24 05:00:00,1527138000.0,BTC/USD,7733.99,7733.99,7656.9,7691.78,2758318.97,358.18
2018-05-24 06:00:00,1527141600.0,BTC/USD,7691.78,7709.12,7627.52,7650.22,2071001.55,270.15
2018-05-24 07:00:00,1527145200.0,BTC/USD,7650.22,7680.92,7526.94,7567.1,4492668.08,590.82
2018-05-24 08:00:00,1527148800.0,BTC/USD,7567.1,7571.62,7375.65,7411.24,7623654.89,1023.99
2018-05-24 09:00:00,1527152400.0,BTC/USD,7411.24,7426.0,7267.24,7373.51,6226439.76,848.47
2018-05-24 10:00:00,1527156000.0,BTC/USD,7373.51,7412.57,7296.98,7354.0,3765392.54,512.51
2018-05-24 11:00:00,1527159600.0,BTC/USD,7354.0,7410.73,7339.5,7375.56,4072856.99,552.58
2018-05-24 12:00:00,1527163200.0,BTC/USD,7375.56,7543.27,7284.14,7508.78,7620250.28,1028.52
2018-05-24 13:00:00,1527166800.0,BTC/USD,7508.78,7542.92,7472.81,7499.94,3845263.3,512.07
2018-05-24 14:00:00,1527170400.0,BTC/USD,7499.94,7575.0,7456.5,7508.0,5600222.8,745.34
2018-05-24 15:00:00,1527174000.0,BTC/USD,7508.0,7578.0,7490.16,7566.92,4608572.38,612.14
2018-05-24 16:00:00,1527177600.0,BTC/USD,7566.92,7567.93,7483.2,7518.99,3469215.0,461.19
2018-05-24 17:00:00,1527181200.0,BTC/USD,7518.99,7544.47,7450.01,7524.49,3439356.86,458.51
2018-05-24 18:00:00,1527184800.0,BTC/USD,7524.49,7608.51,7487.34,7586.42,3359171.25,444.61
2018-05-24 19:00:00,1527188400.0,BTC/USD,7586.42,7635.0,7562.12,7585.48,1747314.92,230.02
2018-05-24 20:00:00,1527192000.0,BTC/USD,7585.48,7585.48,7511.27,7550.0,2421129.23,321.09
2018-05-24 21:00:00,1527195600.0,BTC/USD,7550.0,7567.57,7486.98,7538.55,1809071.55,241.01
2018-05-24 22:00:00,1527199200.0,BTC/USD,7538.55,7597.0,7510.6,7584.99,1605392.46,212.59
2018-05-24 23:00:00,1527202800.0,BTC/USD,7584.99,7624.94,7543.27,7586.88,2268021.38,298.79
2018-05-25 00:00:00,1527206400.0,BTC/USD,7586.88,7588.56,7524.47,7560.55,1558385.56,206.5
2018-05-25 01:00:00,1527210000.0,BTC/USD,7560.55,7575.97,7508.74,7563.99,1470277.73,194.76
2018-05-25 02:00:00,1527213600.0,BTC/USD,7563.99,7661.07,7557.03,7632.98,3562218.12,468.03
2018-05-25 03:00:00,1527217200.0,BTC/USD,7632.98,7639.0,7572.25,7600.8,1428546.33,188.05
2018-05-25 04:00:00,1527220800.0,BTC/USD,7600.8,7620.31,7562.32,7588.75,1952884.12,257.19
2018-05-25 05:00:00,1527224400.0,BTC/USD,7588.75,7644.98,7579.4,7625.99,1108148.73,145.64
2018-05-25 06:00:00,1527228000.0,BTC/USD,7625.99,7657.13,7476.11,7510.95,4824100.08,637.02
2018-05-25 07:00:00,1527231600.0,BTC/USD,7510.95,7526.16,7380.0,7421.99,7845227.06,1056.5
2018-05-25 08:00:00,1527235200.0,BTC/USD,7421.99,7468.31,7388.0,7466.0,4900775.69,660.15
2018-05-25 09:00:00,1527238800.0,BTC/USD,7466.0,7468.3,7395.32,7419.99,1975514.21,265.85
