Date,currency,open,high,low,close,volume,market_cap
2013-08-30,bitcoin,122.35,135.75,120.99,133.49,,1552288465.0
2013-08-31,bitcoin,133.09,140.89,132.72,135.35,,1574672051.0
2013-09-01,bitcoin,135.14,145.81,134.81,138.34,,1610215347.0
2013-09-02,bitcoin,138.63,146.5,134.89,135.85,,1581969854.0
2013-09-03,bitcoin,135.61,138.34,133.0,136.77,,1593346565.0
2013-09-04,bitcoin,136.53,144.5,123.61,126.74,,1477012118.0
2013-09-05,bitcoin,126.76,131.44,121.83,126.43,,1473965191.0
2013-09-06,bitcoin,126.49,127.34,119.15,119.15,,1389646450.0
2013-09-07,bitcoin,118.89,125.94,118.46,124.15,,1448411494.0
2013-09-08,bitcoin,124.13,124.72,120.49,121.66,,1419836072.0
2013-09-09,bitcoin,121.86,129.06,119.75,127.11,,1484085516.0
2013-09-10,bitcoin,127.27,129.74,125.9,125.91,,1470679164.0
2013-09-11,bitcoin,125.89,137.83,123.27,135.25,,1580450350.0
2013-09-12,bitcoin,135.55,136.08,131.81,133.13,,1556386219.0
2013-09-13,bitcoin,132.83,137.58,132.27,134.98,,1578699084.0
2013-09-14,bitcoin,135.01,135.85,128.87,129.22,,1512038756.0
2013-09-15,bitcoin,129.4,131.44,128.26,130.37,,1526085146.0
2013-09-16,bitcoin,130.86,132.72,129.77,131.72,,1542395098.0
2013-09-17,bitcoin,131.59,132.76,124.89,131.66,,1542278406.0
2013-09-18,bitcoin,131.71,133.2,130.54,131.47,,1540598328.0
2013-09-19,bitcoin,131.37,131.77,128.45,129.65,,1519883709.0
2013-09-20,bitcoin,129.7,135.62,126.68,127.04,,1489921944.0
2013-09-21,bitcoin,126.95,128.61,126.24,127.43,,1495101147.0
2013-09-22,bitcoin,127.87,133.94,126.59,129.12,,1515584736.0
2013-09-23,bitcoin,128.98,132.73,125.66,125.95,,1479037148.0
2013-09-24,bitcoin,126.05,127.46,125.39,127.25,,1494974356.0
2013-09-25,bitcoin,127.38,129.69,127.33,128.22,,1507033770.0
2013-09-26,bitcoin,128.21,134.93,127.32,128.38,,1509434269.0
2013-09-27,bitcoin,128.94,134.74,128.49,133.78,,1573520360.0
2013-09-28,bitcoin,133.77,135.63,132.56,134.78,,1585878762.0
2013-09-29,bitcoin,134.9,140.61,134.71,137.34,,1616584505.0
2013-09-30,bitcoin,137.15,138.35,130.27,133.0,,1566038425.0
2013-10-01,bitcoin,132.68,134.63,131.55,132.18,,1557001092.0
2013-10-02,bitcoin,132.05,133.59,102.25,114.13,,1344930746.0
2013-10-03,bitcoin,114.45,123.63,111.82,123.63,,1457492615.0
2013-10-04,bitcoin,123.41,130.09,123.41,129.01,,1521498787.0
2013-10-05,bitcoin,128.63,130.44,128.03,128.55,,1516777519.0
2013-10-06,bitcoin,128.36,129.66,126.15,129.0,,1522686975.0
2013-10-07,bitcoin,129.43,130.27,126.36,126.94,,1498859918.0
2013-10-08,bitcoin,126.74,127.47,124.71,126.0,,1488277350.0
2013-10-09,bitcoin,125.85,131.75,125.58,130.69,,1544249376.0
2013-10-10,bitcoin,130.67,131.5,129.26,130.59,,1543701125.0
2013-10-11,bitcoin,130.75,131.81,129.64,130.9,,1547971040.0
2013-10-12,bitcoin,130.9,135.66,130.56,135.19,,1599426131.0
2013-10-13,bitcoin,135.19,138.66,134.55,138.13,,1634968839.0
2013-10-14,bitcoin,139.27,144.12,138.9,140.52,,1664129178.0
2013-10-15,bitcoin,140.77,145.39,139.13,145.24,,1720981439.0
2013-10-16,bitcoin,145.65,152.23,142.43,142.55,,1689851848.0
2013-10-17,bitcoin,142.41,147.42,142.41,146.25,,1734327563.0
2013-10-18,bitcoin,146.37,155.96,145.57,155.96,,1850219763.0
2013-10-19,bitcoin,155.91,177.48,155.7,172.42,,2046457291.0
2013-10-20,bitcoin,171.66,174.91,168.95,174.61,,2073319140.0
2013-10-21,bitcoin,174.8,184.82,174.8,182.21,,2164518143.0
2013-10-22,bitcoin,182.65,196.27,182.65,193.76,,2302910260.0
2013-10-23,bitcoin,193.36,213.62,192.38,213.62,,2540139399.0
2013-10-24,bitcoin,214.3,217.42,168.52,198.23,,2358198593.0
2013-10-25,bitcoin,197.69,198.87,168.5,186.69,,2222012384.0
2013-10-26,bitcoin,187.45,188.41,175.75,177.32,,2111296044.0
2013-10-27,bitcoin,176.6,196.44,176.6,196.44,,2339831217.0
2013-10-28,bitcoin,196.21,198.62,192.06,198.55,,2365837416.0
2013-10-29,bitcoin,198.55,204.79,198.55,204.39,,2436241934.0
2013-10-30,bitcoin,204.39,209.16,199.97,199.97,,2384492273.0
2013-10-31,bitcoin,199.83,205.18,198.85,204.0,,2433658800.0
2013-11-01,bitcoin,203.9,206.65,202.13,206.18,,2460742837.0
2013-11-02,bitcoin,205.81,207.76,201.65,206.22,,2462261645.0
2013-11-03,bitcoin,205.99,215.05,203.99,215.05,,2568713111.0
2013-11-04,bitcoin,214.66,231.01,213.94,229.1,,2737659088.0
2013-11-05,bitcoin,229.21,250.66,226.22,245.24,,2931598960.0
2013-11-06,bitcoin,244.78,263.0,244.78,262.5,,3138994688.0
2013-11-07,bitcoin,261.68,304.17,261.55,296.41,,3545560087.0
2013-11-08,bitcoin,297.85,338.66,296.93,338.11,,4045494603.0
2013-11-09,bitcoin,338.58,370.82,319.71,339.11,,4058705857.0
2013-11-10,bitcoin,348.82,350.7,277.24,326.62,,3910613095.0
2013-11-11,bitcoin,325.41,351.27,311.78,342.44,,4101635027.0
2013-11-12,bitcoin,343.06,362.81,342.8,360.33,,4317726291.0
2013-11-13,bitcoin,360.97,414.05,359.8,407.37,,4883103453.0
2013-11-14,bitcoin,406.41,425.9,395.19,420.2,,5038817795.0
2013-11-15,bitcoin,419.41,437.89,396.11,417.95,,5013561020.0
2013-11-16,bitcoin,417.28,450.26,415.57,440.22,,5282849105.0
2013-11-17,bitcoin,440.96,500.58,440.24,492.11,,5907842064.0
2013-11-18,bitcoin,496.58,703.78,494.94,703.56,,8449069629.0
2013-11-19,bitcoin,712.76,806.11,456.39,584.61,,7022949161.0
2013-11-20,bitcoin,577.98,599.65,448.45,590.83,,7100077964.0
2013-11-21,bitcoin,594.32,733.4,577.29,722.43,,8684240726.0
2013-11-22,bitcoin,724.07,780.85,668.13,771.44,,9276681716.0
2013-11-23,bitcoin,771.7,844.97,771.7,797.82,,9597335799.0
2013-11-24,bitcoin,795.63,807.36,722.87,774.25,,9317034156.0
2013-11-25,bitcoin,773.02,810.68,754.43,799.11,,9619646225.0
2013-11-26,bitcoin,805.73,928.54,800.8,928.1,,11176110593.0
2013-11-27,bitcoin,923.85,1001.96,891.68,1001.96,,12069885699.0
2013-11-28,bitcoin,1003.38,1077.56,962.17,1031.95,,12435823060.0
2013-11-29,bitcoin,1042.01,1146.97,1000.64,1131.97,,13646039846.0
2013-11-30,bitcoin,1129.37,1156.14,1106.61,1129.43,,13620389321.0
2013-12-01,bitcoin,1128.92,1133.08,801.82,955.85,,11531708948.0
2013-12-02,bitcoin,951.42,1055.42,938.41,1043.33,,12591271606.0
2013-12-03,bitcoin,1046.4,1096.0,1011.21,1078.28,,13018451838.0
2013-12-04,bitcoin,1077.58,1156.12,1070.16,1151.17,,13903428351.0
2013-12-05,bitcoin,1152.73,1154.36,897.11,1045.11,,12626914509.0
2013-12-06,bitcoin,1042.38,1042.38,829.45,829.45,,10025645095.0
2013-12-07,bitcoin,835.32,854.64,640.22,698.23,,8442962249.0
2013-12-08,bitcoin,697.31,802.51,670.88,795.87,,9627500113.0
2013-12-09,bitcoin,793.8,921.93,780.9,893.19,,10808715488.0
2013-12-10,bitcoin,892.32,997.23,892.32,988.51,,11966951486.0
2013-12-11,bitcoin,989.07,1001.58,834.23,878.48,,10638546534.0
2013-12-12,bitcoin,882.78,901.94,844.95,873.26,,10578889955.0
2013-12-13,bitcoin,874.98,941.79,860.05,892.58,,10816819988.0
2013-12-14,bitcoin,899.85,904.65,858.36,872.6,,10578987915.0
2013-12-15,bitcoin,875.29,886.16,825.0,876.12,,10625517651.0
2013-12-16,bitcoin,880.33,882.25,668.25,705.97,,8565534010.0
2013-12-17,bitcoin,706.37,754.83,630.88,682.12,,8279623719.0
2013-12-18,bitcoin,678.2,679.32,420.51,522.7,,6347159168.0
2013-12-19,bitcoin,519.06,707.23,502.89,691.96,,8406397153.0
2013-12-20,bitcoin,694.22,729.16,595.33,625.32,,7599576492.0
2013-12-21,bitcoin,619.9,654.27,579.17,605.66,,7363114611.0
2013-12-22,bitcoin,601.78,666.74,585.64,617.18,,7505757423.0
2013-12-23,bitcoin,613.06,680.91,611.04,673.41,,8192487202.0
2013-12-24,bitcoin,672.36,684.39,645.71,665.58,,8100042042.0
2013-12-25,bitcoin,666.31,682.7,649.48,682.21,,8305173374.0
2013-12-26,bitcoin,683.94,777.75,683.94,761.98,,9279735331.0
2013-12-27,bitcoin,763.28,777.51,713.6,735.07,46862700.0,8955394564.0
2013-12-28,bitcoin,737.98,747.06,705.35,727.83,32505800.0,8869918644.0
2013-12-29,bitcoin,728.05,748.61,714.44,745.05,19011300.0,9082103621.0
2013-12-30,bitcoin,741.35,766.6,740.24,756.13,20707700.0,9217167990.0
2013-12-31,bitcoin,760.32,760.58,738.17,754.01,20897300.0,9191325349.0
2014-01-01,bitcoin,754.97,775.35,754.97,771.4,22489400.0,9403308145.0
2014-01-02,bitcoin,773.44,820.31,767.21,802.39,38489500.0,9781073921.0
2014-01-03,bitcoin,802.85,834.15,789.12,818.72,37810100.0,9980135396.0
2014-01-04,bitcoin,823.27,859.51,801.67,859.51,38005000.0,10477362437.0
2014-01-05,bitcoin,858.55,952.4,854.52,933.53,72898496.0,11379660685.0
2014-01-06,bitcoin,936.05,1017.12,905.71,953.29,85565696.0,11620533603.0
2014-01-07,bitcoin,946.49,965.74,802.0,802.0,81311696.0,9808299600.0
2014-01-08,bitcoin,795.99,870.68,776.18,842.72,74175600.0,10310363180.0
2014-01-09,bitcoin,841.47,864.36,804.14,846.86,59998600.0,10365397028.0
2014-01-10,bitcoin,846.69,871.19,822.6,868.48,31876800.0,10634081648.0
2014-01-11,bitcoin,867.32,921.48,861.72,913.95,44754200.0,11195636164.0
2014-01-12,bitcoin,919.6,928.52,851.17,863.22,39623500.0,10578653198.0
2014-01-13,bitcoin,860.19,861.29,806.05,841.2,45580900.0,10312375950.0
2014-01-14,bitcoin,843.17,855.69,825.66,833.27,20829800.0,10218535832.0
2014-01-15,bitcoin,833.12,872.81,830.86,860.9,28107200.0,10561305975.0
2014-01-16,bitcoin,860.29,866.16,835.63,835.63,19149300.0,10255185612.0
2014-01-17,bitcoin,834.49,842.91,797.63,814.64,39031700.0,10000663202.0
2014-01-18,bitcoin,816.07,841.49,816.07,840.0,18052700.0,10315662000.0
2014-01-19,bitcoin,839.66,870.96,825.53,870.96,24365700.0,10699504086.0
2014-01-20,bitcoin,871.39,886.39,853.87,870.2,27652700.0,10694453430.0
2014-01-21,bitcoin,869.65,881.2,855.93,863.91,18997300.0,10620283205.0
2014-01-22,bitcoin,867.21,870.15,837.36,845.59,18453700.0,10399573174.0
2014-01-23,bitcoin,845.46,851.57,819.32,822.04,15607100.0,10113558120.0
2014-01-24,bitcoin,822.43,822.43,783.58,797.07,34912000.0,9810138293.0
2014-01-25,bitcoin,796.24,861.45,792.96,853.61,24303900.0,10509539619.0
2014-01-26,bitcoin,853.68,897.02,844.86,885.28,32224300.0,10902798632.0
2014-01-27,bitcoin,884.6,893.0,757.11,771.39,49233600.0,9503544085.0
2014-01-28,bitcoin,774.02,832.5,766.98,812.51,44875500.0,10013251364.0
2014-01-29,bitcoin,809.96,836.87,809.85,826.0,17984400.0,10182659550.0
2014-01-30,bitcoin,826.02,830.5,799.06,819.03,29918200.0,10100339387.0
2014-01-31,bitcoin,818.43,831.87,812.6,829.92,17107900.0,10238411820.0
2014-02-01,bitcoin,828.61,853.52,827.11,832.58,19668700.0,10275202812.0
2014-02-02,bitcoin,832.9,844.72,820.67,825.37,11300900.0,10190038654.0
2014-02-03,bitcoin,824.08,826.48,807.22,823.83,13940100.0,10174774202.0
2014-02-04,bitcoin,823.77,840.17,820.94,827.96,16609700.0,10229342305.0
2014-02-05,bitcoin,829.96,837.32,811.91,811.91,22395100.0,10034436286.0
2014-02-06,bitcoin,815.59,819.81,770.59,781.55,50108700.0,9662791119.0
2014-02-07,bitcoin,783.2,783.2,654.35,712.4,113643000.0,8810607000.0
2014-02-08,bitcoin,699.57,721.82,661.87,673.92,38742600.0,8337738240.0
2014-02-09,bitcoin,671.46,712.27,655.25,682.9,39311400.0,8451228950.0
2014-02-10,bitcoin,681.32,703.71,550.5,681.03,112758000.0,8430742782.0
2014-02-11,bitcoin,683.5,712.46,636.66,672.17,72745200.0,8323817195.0
2014-02-12,bitcoin,672.38,672.9,643.04,651.72,25367600.0,8073458481.0
2014-02-13,bitcoin,651.08,657.99,601.91,605.24,38588100.0,7500376176.0
2014-02-14,bitcoin,601.17,691.72,541.04,661.99,102506000.0,8206805878.0
2014-02-15,bitcoin,660.9,661.84,632.84,650.92,26709200.0,8072579656.0
2014-02-16,bitcoin,651.3,665.1,584.17,616.63,40061700.0,7650358837.0
2014-02-17,bitcoin,614.23,656.95,607.31,626.27,31948400.0,7772386462.0
2014-02-18,bitcoin,627.16,645.76,612.54,626.6,20015100.0,7779035355.0
2014-02-19,bitcoin,625.97,631.77,618.7,623.03,13897800.0,7737830115.0
2014-02-20,bitcoin,623.09,627.73,556.14,556.14,46905000.0,6909538974.0
2014-02-21,bitcoin,556.88,582.96,530.47,574.16,47308100.0,7135603064.0
2014-02-22,bitcoin,574.24,614.48,558.58,605.42,31254000.0,7526808473.0
2014-02-23,bitcoin,606.47,639.91,599.7,605.82,31434400.0,7534325867.0
2014-02-24,bitcoin,606.04,607.61,538.7,546.32,57893900.0,6796971990.0
2014-02-25,bitcoin,540.24,541.38,420.41,538.71,126314000.0,6704461434.0
2014-02-26,bitcoin,537.04,603.8,532.58,582.69,64642700.0,7254505067.0
2014-02-27,bitcoin,581.65,594.05,566.62,578.77,25540800.0,7208406719.0
2014-02-28,bitcoin,579.7,584.14,545.17,549.26,28076100.0,6843353924.0
2014-03-01,bitcoin,549.92,573.38,539.29,565.61,18668100.0,7049084308.0
2014-03-02,bitcoin,567.23,570.48,553.27,559.79,7950760.0,6978524072.0
2014-03-03,bitcoin,562.56,702.91,560.52,667.76,96056896.0,8326933812.0
2014-03-04,bitcoin,668.24,696.22,655.68,666.78,55344600.0,8317230356.0
2014-03-05,bitcoin,666.24,674.28,646.28,665.51,22461900.0,8304000852.0
2014-03-06,bitcoin,664.52,669.77,649.79,663.86,16068100.0,8286267327.0
2014-03-07,bitcoin,664.31,665.34,616.35,629.15,34150800.0,7855629815.0
2014-03-08,bitcoin,629.66,635.14,604.46,617.45,18654200.0,7712151171.0
2014-03-09,bitcoin,616.31,643.95,612.35,636.96,15396500.0,7958687808.0
2014-03-10,bitcoin,636.33,644.76,615.02,627.79,20639800.0,7846433315.0
2014-03-11,bitcoin,627.95,638.42,618.84,634.11,11732500.0,7928102950.0
2014-03-12,bitcoin,631.91,648.03,629.51,632.1,18621200.0,7905832725.0
2014-03-13,bitcoin,633.62,644.2,630.85,638.14,11634900.0,7983960982.0
2014-03-14,bitcoin,638.14,639.53,627.21,628.8,11913800.0,7869180480.0
2014-03-15,bitcoin,629.37,639.14,627.3,636.12,4342080.0,7963443153.0
2014-03-16,bitcoin,636.5,637.52,628.11,631.11,5277290.0,7903422086.0
2014-03-17,bitcoin,630.92,632.68,616.85,622.37,14648200.0,7796513249.0
2014-03-18,bitcoin,621.84,622.39,603.8,614.83,24011500.0,7704183118.0
2014-03-19,bitcoin,613.9,622.0,609.1,609.89,14228900.0,7644702125.0
2014-03-20,bitcoin,609.74,609.74,587.49,588.77,20572900.0,7382675346.0
2014-03-21,bitcoin,588.29,604.59,561.81,571.49,38414100.0,7168656262.0
2014-03-22,bitcoin,571.18,572.55,554.39,565.04,17360700.0,7090150172.0
2014-03-23,bitcoin,565.76,570.24,560.88,561.27,9288400.0,7045871925.0
2014-03-24,bitcoin,562.51,586.56,551.77,583.41,22706900.0,7326517067.0
2014-03-25,bitcoin,585.03,585.44,572.6,583.92,14020100.0,7335179952.0
2014-03-26,bitcoin,583.48,590.03,570.96,580.83,16401100.0,7298672082.0
2014-03-27,bitcoin,580.26,580.56,471.24,471.24,62225400.0,5923615602.0
2014-03-28,bitcoin,477.14,526.02,473.23,495.67,58828300.0,6232801684.0
2014-03-29,bitcoin,501.71,504.86,489.73,491.17,11147100.0,6178428029.0
2014-03-30,bitcoin,492.37,492.37,444.18,460.27,42958300.0,5791419543.0
2014-03-31,bitcoin,462.3,483.02,443.36,457.0,28254000.0,5752294437.0
2014-04-01,bitcoin,457.0,495.34,457.0,478.38,35685800.0,6023351178.0
2014-04-02,bitcoin,479.14,495.05,431.27,437.14,49647600.0,5506313797.0
2014-04-03,bitcoin,436.44,449.57,414.89,444.72,40765500.0,5604036051.0
2014-04-04,bitcoin,445.66,454.65,429.09,447.53,22925500.0,5641613449.0
2014-04-05,bitcoin,446.67,463.57,444.2,461.91,13404500.0,5824866676.0
2014-04-06,bitcoin,463.4,466.32,452.97,460.5,10241400.0,5808861023.0
2014-04-07,bitcoin,461.47,462.56,445.12,449.42,15616600.0,5670830650.0
2014-04-08,bitcoin,447.61,457.42,446.11,453.09,10921600.0,5718579640.0
2014-04-09,bitcoin,453.18,455.73,441.93,442.73,13204400.0,5589580215.0
2014-04-10,bitcoin,442.26,443.37,358.73,365.18,55868300.0,4611917257.0
2014-04-11,bitcoin,363.71,429.77,351.27,420.95,62562800.0,5318033925.0
2014-04-12,bitcoin,420.89,439.61,415.79,421.12,19226500.0,5321874506.0
2014-04-13,bitcoin,421.46,427.4,395.25,414.06,22493500.0,5234667259.0
2014-04-14,bitcoin,414.83,469.75,407.37,458.79,50730200.0,5802302128.0
2014-04-15,bitcoin,458.37,519.0,453.54,515.59,49561000.0,6522974948.0
2014-04-16,bitcoin,522.18,542.38,502.78,527.4,56480100.0,6674473792.0
2014-04-17,bitcoin,529.07,533.52,484.87,495.96,34025500.0,6278792387.0
2014-04-18,bitcoin,495.8,498.6,472.74,479.64,19042400.0,6074116360.0
2014-04-19,bitcoin,479.58,503.55,470.56,501.57,19588200.0,6353700029.0
2014-04-20,bitcoin,501.75,510.87,490.84,498.17,12103100.0,6312896984.0
2014-04-21,bitcoin,497.74,510.57,493.2,495.77,15171400.0,6284666435.0
2014-04-22,bitcoin,495.45,503.22,487.58,487.92,11670900.0,6187034895.0
